Name,Actual,Predicted,Probaility left,Probaility Right,Correctly Classified
1,1,1,0.007627118644067796,0.9923728813559322,1
-1,-1,-1,0.7301195228946392,0.26988047710536067,1
-1,-1,-1,0.7301195228946392,0.26988047710536067,1
1,1,-1,0.7301195228946392,0.26988047710536067,0
1,1,-1,0.7301195228946392,0.26988047710536067,0
-1,-1,-1,0.7301195228946392,0.26988047710536067,1
-1,-1,-1,0.7301195228946392,0.26988047710536067,1
-1,-1,-1,0.7301195228946392,0.26988047710536067,1
1,1,1,0.0,1.0,1
-1,-1,-1,0.7301195228946392,0.26988047710536067,1
1,1,-1,0.7301195228946392,0.26988047710536067,0
1,1,1,0.18775971122667826,0.8122402887733216,1
-1,-1,-1,0.7301195228946392,0.26988047710536067,1
1,1,-1,0.7301195228946392,0.26988047710536067,0
-1,-1,-1,0.7301195228946392,0.26988047710536067,1
-1,-1,-1,0.7301195228946392,0.26988047710536067,1
-1,-1,-1,0.7301195228946392,0.26988047710536067,1
-1,-1,-1,0.7301195228946392,0.26988047710536067,1
1,1,-1,0.7301195228946392,0.26988047710536067,0
1,1,-1,0.7301195228946392,0.26988047710536067,0
1,1,1,0.10781716154384846,0.8921828384561518,1
1,1,-1,0.7301195228946392,0.26988047710536067,0
-1,-1,-1,0.7301195228946392,0.26988047710536067,1
