Seperator Type,Three-Fold Run,TP,FP,FN,TN,Accuracy,Sensitivity,Specificity,Precision,Miss Rate,False discovery rate,False omission rate,ROC_AUC,PR Logistic,Included Muts
Pval<0.01,0,9,0,5,9,0.782608695652174,0.6428571428571429,1.0,1.0,0.35714285714285715,0.0,0.35714285714285715,0,0,326
Pval<0.01,1,6,0,4,13,0.8260869565217391,0.6,1.0,1.0,0.4,0.0,0.23529411764705882,0,0,326
Pval<0.01,2,9,3,5,6,0.6521739130434783,0.6428571428571429,0.6666666666666666,0.75,0.35714285714285715,0.25,0.45454545454545453,0,0,326
Pval<0.01,3,7,0,5,11,0.782608695652174,0.5833333333333334,1.0,1.0,0.4166666666666667,0.0,0.3125,0,0,326
Pval<0.01,4,9,2,3,9,0.782608695652174,0.75,0.8181818181818182,0.8181818181818182,0.25,0.18181818181818182,0.25,0,0,326
Pval<0.01,5,4,1,5,13,0.7391304347826086,0.4444444444444444,0.9285714285714286,0.8,0.5555555555555556,0.2,0.2777777777777778,0,0,326
Pval<0.01,6,6,1,5,11,0.7391304347826086,0.5454545454545454,0.9166666666666666,0.8571428571428571,0.45454545454545453,0.14285714285714285,0.3125,0,0,326
Pval<0.01,7,3,0,6,14,0.7391304347826086,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0,0.3,0,0,326
Pval<0.01,8,9,0,3,11,0.8695652173913043,0.75,1.0,1.0,0.25,0.0,0.21428571428571427,0,0,326
Pval<0.01,9,6,0,2,15,0.9130434782608695,0.75,1.0,1.0,0.25,0.0,0.11764705882352941,0,0,326
Pval<0.01,10,11,0,5,7,0.782608695652174,0.6875,1.0,1.0,0.3125,0.0,0.4166666666666667,0,0,326
