Seperator Type,Three-Fold Run,TP,FP,FN,TN,Accuracy,Sensitivity,Specificity,Precision,Miss Rate,False discovery rate,False omission rate,ROC_AUC,PR Logistic,Included Muts
Chi>7.68:Uterine,0,8,0,4,11,0.8260869565217391,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0,0.26666666666666666,0.962121212121212,0.9810606060606061,31
Chi>7.68:Uterine,1,4,0,5,14,0.782608695652174,0.4444444444444444,1.0,1.0,0.5555555555555556,0.0,0.2631578947368421,0.7222222222222222,0.8309178743961354,31
Chi>7.68:Uterine,2,6,2,5,10,0.6956521739130435,0.5454545454545454,0.8333333333333334,0.75,0.45454545454545453,0.25,0.3333333333333333,0.7575757575757576,0.8189190037016125,31
Chi>7.68:Uterine,3,4,2,6,11,0.6521739130434783,0.4,0.8461538461538461,0.6666666666666666,0.6,0.3333333333333333,0.35294117647058826,0.7346153846153846,0.7792857142857144,31
Chi>7.68:Uterine,4,6,0,5,12,0.782608695652174,0.5454545454545454,1.0,1.0,0.45454545454545453,0.0,0.29411764705882354,0.8333333333333333,0.8562531013123899,31
Chi>7.68:Uterine,5,8,0,4,11,0.8260869565217391,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0,0.26666666666666666,0.8863636363636364,0.9016955266955268,31
Chi>7.68:Uterine,6,8,0,2,13,0.9130434782608695,0.8,1.0,1.0,0.2,0.0,0.13333333333333333,0.9538461538461538,0.9727272727272727,31
Chi>7.68:Uterine,7,4,0,2,17,0.9130434782608695,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0,0.10526315789473684,0.8529411764705882,0.8809523809523809,31
Chi>7.68:Uterine,8,9,1,4,9,0.782608695652174,0.6923076923076923,0.9,0.9,0.3076923076923077,0.1,0.3076923076923077,0.8,0.8987139322665636,31
Chi>7.68:Uterine,9,9,1,4,9,0.782608695652174,0.6923076923076923,0.9,0.9,0.3076923076923077,0.1,0.3076923076923077,0.8115384615384615,0.8784902295771859,31
Chi>7.68:Uterine,10,4,0,6,13,0.7391304347826086,0.4,1.0,1.0,0.6,0.0,0.3157894736842105,0.7230769230769231,0.8363636363636363,31
