Name,Actual,Predicted,Probaility left,Probaility Right,Correctly Classified
-1.0,-1.0,-1,0.7921487509536509,0.20785124904634852,1
1.0,1.0,-1,0.8053323480706366,0.19466765192936297,0
1.0,1.0,1,0.05129593075780601,0.9487040692421939,1
1.0,1.0,-1,0.7921487509536509,0.20785124904634852,0
-1.0,-1.0,-1,0.7921487509536509,0.20785124904634852,1
1.0,1.0,1,0.16399922612924595,0.8360007738707542,1
-1.0,-1.0,-1,0.7921487509536509,0.20785124904634852,1
1.0,1.0,-1,0.7921487509536509,0.20785124904634852,0
-1.0,-1.0,-1,0.7921487509536509,0.20785124904634852,1
-1.0,-1.0,-1,0.8053323480706366,0.19466765192936297,1
-1.0,-1.0,-1,0.7921487509536509,0.20785124904634852,1
-1.0,-1.0,-1,0.7921487509536509,0.20785124904634852,1
-1.0,-1.0,1,0.056659126538692345,0.9433408734613076,0
1.0,1.0,-1,0.7921487509536509,0.20785124904634852,0
1.0,1.0,-1,0.5678200109759732,0.4321799890240271,0
1.0,1.0,1,0.05289395475820189,0.9471060452417979,1
-1.0,-1.0,-1,0.7921487509536509,0.20785124904634852,1
1.0,1.0,-1,0.7921487509536509,0.20785124904634852,0
1.0,1.0,1,0.0042107176536881185,0.995789282346312,1
-1.0,-1.0,-1,0.7921487509536509,0.20785124904634852,1
-1.0,-1.0,-1,0.7921487509536509,0.20785124904634852,1
-1.0,-1.0,-1,0.7921487509536509,0.20785124904634852,1
-1.0,-1.0,1,0.3659356533817884,0.6340643466182118,0
-1.0,-1.0,-1,0.7921487509536509,0.20785124904634852,1
1.0,1.0,-1,0.8087833013181565,0.19121669868184318,0
1.0,1.0,-1,0.7921487509536509,0.20785124904634852,0
-1.0,-1.0,-1,0.7921487509536509,0.20785124904634852,1
1.0,1.0,-1,0.7921487509536509,0.20785124904634852,0
-1.0,-1.0,-1,0.7921487509536509,0.20785124904634852,1
1.0,1.0,1,0.03763694852611161,0.9623630514738883,1
-1.0,-1.0,-1,0.7921487509536509,0.20785124904634852,1
1.0,1.0,-1,0.7921487509536509,0.20785124904634852,0
