Name,Actual,Predicted,Probaility left,Probaility Right,Correctly Classified
-1,-1,-1,0.8793015873015874,0.12069841269841271,1
1,1,1,0.4805674603174602,0.5194325396825399,1
-1,-1,-1,0.772702380952381,0.22729761904761894,1
1,1,1,0.4275238095238095,0.5724761904761906,1
-1,-1,-1,0.855186507936508,0.1448134920634921,1
-1,-1,-1,0.8227777777777778,0.17722222222222214,1
1,1,1,0.15633333333333335,0.8436666666666668,1
-1,-1,-1,0.9785357142857143,0.021464285714285714,1
1,1,1,0.18147619047619046,0.8185238095238094,1
-1,-1,-1,0.772702380952381,0.22729761904761894,1
1,1,1,0.0785,0.9215000000000001,1
-1,-1,-1,0.8890873015873016,0.11091269841269843,1
1,1,1,0.4066984126984127,0.5933015873015873,1
-1,-1,-1,0.7427539682539684,0.25724603174603167,1
1,1,1,0.4406746031746031,0.559325396825397,1
-1,-1,-1,0.9890476190476192,0.010952380952380951,1
-1,-1,-1,0.7553730158730159,0.2446269841269841,1
-1,-1,-1,0.7627023809523812,0.23729761904761892,1
1,1,-1,0.772702380952381,0.22729761904761894,0
-1,-1,-1,0.6039166666666665,0.3960833333333334,1
1,1,-1,0.5322380952380952,0.46776190476190477,0
-1,-1,-1,0.5764206349206349,0.42357936507936506,1
-1,-1,-1,0.8488333333333334,0.15116666666666664,1
