Name,Actual,Predicted,Probaility left,Probaility Right,Correctly Classified
1,1,-1,0.780131595749181,0.21986840425081852,0
-1,-1,-1,0.780131595749181,0.21986840425081852,1
-1,-1,-1,0.97290576895447,0.027094231045529885,1
1,1,-1,0.780131595749181,0.21986840425081852,0
1,1,1,0.10303201015512706,0.896967989844873,1
-1,-1,-1,0.780131595749181,0.21986840425081852,1
-1,-1,-1,0.7977083255770335,0.20229167442296628,1
1,1,-1,0.782036357653943,0.21796364234605664,0
-1,-1,-1,0.780131595749181,0.21986840425081852,1
1,1,1,0.17741303564865382,0.8225869643513464,1
-1,-1,-1,0.780131595749181,0.21986840425081852,1
1,1,1,0.19030299067211115,0.8096970093278891,1
-1,-1,-1,0.780131595749181,0.21986840425081852,1
1,1,1,0.11497719298245614,0.8850228070175439,1
1,1,1,0.055615582767304425,0.9443844172326956,1
-1,-1,-1,0.780131595749181,0.21986840425081852,1
1,1,1,0.02,0.98,1
-1,-1,-1,0.780131595749181,0.21986840425081852,1
-1,-1,-1,0.780131595749181,0.21986840425081852,1
-1,-1,-1,0.780131595749181,0.21986840425081852,1
-1,-1,-1,0.780131595749181,0.21986840425081852,1
-1,-1,-1,0.780131595749181,0.21986840425081852,1
-1,-1,-1,0.780131595749181,0.21986840425081852,1
