Name,Actual,Predicted,Probaility left,Probaility Right,Correctly Classified
-1.0,-1.0,-1,0.716083097417537,0.28391690258246416,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
1.0,1.0,1,0.22689907255719594,0.7731009274428032,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,1,0.22999606612043944,0.7700039338795603,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.675653030782595,0.3243469692174059,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,1,0.29836996055329684,0.7016300394467028,0
1.0,1.0,1,0.32406230028591554,0.6759376997140836,1
1.0,1.0,1,0.3448687805617794,0.6551312194382196,1
1.0,1.0,1,0.11236310605015541,0.887636893949845,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
1.0,1.0,1,0.3206587214547353,0.6793412785452645,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.6694736225723252,0.3305263774276758,1
-1.0,-1.0,-1,0.5571505947475736,0.44284940525242683,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
1.0,1.0,-1,0.7278607296463162,0.2721392703536843,0
-1.0,-1.0,-1,0.6829556566143521,0.3170443433856484,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,1,0.2146804498129059,0.7853195501870943,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7030975510072599,0.29690244899274093,0
1.0,1.0,1,0.475841951087903,0.524158048912097,1
-1.0,-1.0,-1,0.6567654927550424,0.3432345072449585,1
-1.0,-1.0,-1,0.5169979101065788,0.4830020898934212,1
-1.0,-1.0,-1,0.6347104107264049,0.3652895892735958,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.501646308930035,0.49835369106996513,0
-1.0,-1.0,-1,0.7046754116112588,0.29532458838874187,1
1.0,1.0,1,0.25692283443477615,0.7430771655652237,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,1,0.2834209848767848,0.7165790151232148,1
-1.0,-1.0,-1,0.7264197415322551,0.27358025846774536,1
-1.0,-1.0,-1,0.7169038218259893,0.2830961781740114,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7080905303505881,0.2919094696494129,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7225977248500964,0.2774022751499042,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,1,0.3275578457592071,0.6724421542407919,1
-1.0,-1.0,-1,0.7293706249649382,0.2706293750350624,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,1,0.38128987784630647,0.6187101221536931,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7083524434528625,0.2916475565471382,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7242925395337101,0.27570746046629047,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.6829556566143521,0.3170443433856484,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,1,0.19608308071197306,0.803916919288027,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,-1,0.7272175237396524,0.27278247626034813,1
-1.0,-1.0,-1,0.7192546222417068,0.2807453777582939,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7286206357491399,0.27137936425086057,0
1.0,1.0,1,0.2419494887656942,0.7580505112343051,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
1.0,1.0,-1,0.7210371890632925,0.2789628109367079,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,-1,0.7029454609893934,0.29705453901060747,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7176059494855638,0.28239405051443695,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,-1,0.7201239612706731,0.2798760387293277,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
1.0,1.0,1,0.2865224277774296,0.7134775722225707,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,-1,0.6930330238897443,0.3069669761102564,1
-1.0,-1.0,-1,0.5218938290866635,0.4781061709133367,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7278342910860511,0.27216570891394953,1
-1.0,-1.0,-1,0.7185045069031267,0.28149549309687394,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.5798519605082784,0.42014803949172186,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.6819278843535673,0.3180721156464335,1
-1.0,-1.0,-1,0.6712296573743863,0.32877034262561483,1
-1.0,-1.0,-1,0.6678569629804513,0.33214303701954984,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7140773551958466,0.28592264480415436,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.6943343692738962,0.30566563072610464,1
-1.0,-1.0,-1,0.7169978306714971,0.28300216932850386,1
-1.0,-1.0,-1,0.6873145489243817,0.31268545107561924,1
-1.0,-1.0,-1,0.675653030782595,0.3243469692174059,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7250370251925915,0.27496297480740906,0
-1.0,-1.0,-1,0.7300727526245127,0.26992724737548796,1
1.0,1.0,-1,0.7300727526245127,0.26992724737548796,0
