Name,Actual,Predicted,Probaility left,Probaility Right,Correctly Classified
1,1,1,0.09,0.91,1
1,1,1,0.39333333333333337,0.6066666666666667,1
-1,-1,-1,1.0,0.0,1
-1,-1,-1,1.0,0.0,1
1,1,-1,0.7868389971199738,0.21316100288002623,0
-1,-1,-1,0.8628172027378852,0.13718279726211477,1
-1,-1,-1,0.9803333333333333,0.019666666666666666,1
-1,-1,-1,0.9803333333333333,0.019666666666666666,1
-1,-1,-1,0.9253055555555554,0.07469444444444445,1
-1,-1,-1,0.9977777777777778,0.0022222222222222222,1
-1,-1,-1,0.6091666666666666,0.3908333333333333,1
1,1,1,0.25812698412698415,0.7418730158730159,1
-1,-1,-1,0.8811349206349203,0.11886507936507933,1
-1,-1,1,0.3066666666666667,0.6933333333333335,0
-1,-1,-1,0.9977777777777778,0.0022222222222222222,1
-1,-1,-1,0.7868389971199738,0.21316100288002623,1
-1,-1,-1,0.7868389971199738,0.21316100288002623,1
1,1,1,0.17,0.83,1
1,1,1,0.19616666666666668,0.8038333333333333,1
-1,-1,-1,0.8811349206349203,0.11886507936507933,1
-1,-1,1,0.4288983516483516,0.5711016483516483,0
-1,-1,-1,1.0,0.0,1
1,1,1,0.2,0.8,1
