Mutation,Value
KRAS,0.05934598275931919
CTNNB1,0.053860538470168084
TP53,0.0478514524379658
PTEN,0.04310233146240341
ARID1A,0.03709517567344936
PIK3CA,0.03441603895014176
PPP2R1A,0.03234666564189373
BCOR,0.019818972380559203
RPL22,0.018228222902993696
DOCK3,0.014636099012697457
WASF1,0.01254867666032285
ACVR2A,0.012384262458983261
BCL11B,0.010445628987809522
FBXW7,0.010307786700497007
AKT1,0.009854915000711839
MUC4,0.009514248985741394
CTNNA2,0.009416094034341908
FGFR2,0.009203293532159738
ESRP1,0.008418847645175555
ARID5B,0.008405511775098691
TNRC6B,0.007983577265095184
CTCF,0.007364987005746078
PIK3R1,0.006891068077586186
AMMECR1,0.00675538957893788
JAK1,0.006303303794145296
RNF43,0.006180603019459605
PDS5B,0.006129845583466142
ZNRF1,0.006111565927067693
NRK,0.0058621850602656785
NCOA3,0.005667007182446053
SPOP,0.005590164312613179
TPTE,0.005506790286897548
SCN2A,0.005320446192978199
ELMSAN1,0.005284465304214082
CHD4,0.005142012322294065
DYNC2LI1,0.005115171754823834
CCND1,0.00508568392032375
EYS,0.004883983266118384
CNTLN,0.004811796826342649
MAF,0.00469227602058215
TRRAP,0.004690517607075554
ZFHX3,0.004610299356695524
TTK,0.004577981335568233
BCL7A,0.004441303732305146
CLVS1,0.00424756199479605
DAZAP1,0.004174054861965182
SETD1B,0.004166559136932244
PID1,0.003961193530840792
PCDH19,0.0038257504468120073
CD93,0.003820491579117423
QKI,0.003736198364272581
ZBTB20,0.0036996276644666345
LRRC4,0.003467185908646906
BTBD7,0.0034632295575828457
AMOT,0.0034484034205029173
MUM1L1,0.003371605089793692
G3BP1,0.003245196737975111
MYO5C,0.003244028987507818
TRIM51,0.003090653717829997
PTENP1,0.0030784914351804846
CPEB2,0.0030012359753622394
RBFOX1,0.0029810395496710973
ALKBH8,0.002979331589675953
HAS2,0.0029651076578838535
SCAF4,0.0029529257322207696
GRIA2,0.0029494298879036854
DTNA,0.0028482046318422005
MEF2C,0.0028429082992252235
RC3H1,0.0026819654858797792
DRD5,0.0026665643320295113
MAN2A1,0.002564274818995688
NIPBL,0.0025405196419366694
BCL11A,0.0024673720325878545
MBD6,0.0024642309593145115
UNC13C,0.0024432635921881165
CLASP1,0.0023810273279078562
KANSL1,0.0023760767549671977
