Name,Actual,Predicted,Probaility left,Probaility Right,Correctly Classified
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
1.0,1.0,1,0.1350266184178321,0.8649733815821673,1
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,1,0.2907695114927713,0.7092304885072288,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7149934673946576,0.2850065326053425,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,1,0.2149592582919129,0.7850407417080869,0
1.0,1.0,1,0.39504109059924525,0.6049589094007548,1
1.0,1.0,1,0.35174496999126836,0.648255030008731,1
1.0,1.0,1,0.08396181520645657,0.9160381847935429,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
1.0,1.0,1,0.17109470483593156,0.8289052951640686,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.6667265945844482,0.3332734054155518,1
-1.0,-1.0,-1,0.646319086172825,0.35368091382717476,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
-1.0,-1.0,-1,0.6009513969059306,0.39904860309406986,1
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,1,0.14936366684944055,0.8506363331505596,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
1.0,1.0,1,0.4677870211063189,0.5322129788936807,1
-1.0,-1.0,-1,0.6659571016603945,0.3340428983396058,1
-1.0,-1.0,-1,0.529816144786211,0.470183855213789,1
-1.0,-1.0,-1,0.624706200395328,0.37529379960467235,1
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,1,0.3002751314339399,0.6997248685660599,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,1,0.10414152413857299,0.8958584758614266,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,1,0.1432257094605752,0.8567742905394247,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7326020088685866,0.2673979911314133,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,-1,0.7328127619152257,0.2671872380847741,0
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,1,0.39626052853872473,0.6037394714612749,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
-1.0,-1.0,1,0.1985405925265274,0.8014594074734724,0
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.6009513969059306,0.39904860309406986,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,1,0.05483536712865098,0.9451646328713491,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
1.0,1.0,-1,0.7598375010754902,0.24016249892450986,0
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
-1.0,-1.0,-1,0.7598375010754902,0.24016249892450986,1
