Name,Actual,Predicted,Probaility left,Probaility Right,Correctly Classified
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
1.0,1.0,-1,0.7603813272448829,0.23961867275511617,0
1.0,1.0,1,0.09559008562548155,0.9044099143745189,1
1.0,1.0,-1,0.7603813272448829,0.23961867275511617,0
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
1.0,1.0,1,0.33409293513181726,0.6659070648681826,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
1.0,1.0,-1,0.7603813272448829,0.23961867275511617,0
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
-1.0,-1.0,-1,0.6576077959011589,0.3423922040988403,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
-1.0,-1.0,1,0.25331728141279375,0.7466827185872064,0
1.0,1.0,1,0.4407641261854405,0.5592358738145603,1
1.0,1.0,1,0.4060920449021602,0.5939079550978399,1
1.0,1.0,1,0.07966772629907692,0.9203322737009236,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
1.0,1.0,-1,0.7603813272448829,0.23961867275511617,0
1.0,1.0,1,0.11802619933576454,0.8819738006642358,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
-1.0,-1.0,-1,0.6976277346962786,0.3023722653037213,1
-1.0,-1.0,-1,0.5957471985394011,0.4042528014605989,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
1.0,1.0,-1,0.7603813272448829,0.23961867275511617,0
1.0,1.0,-1,0.7603813272448829,0.23961867275511617,0
-1.0,-1.0,-1,0.5515382431978805,0.44846175680211964,1
1.0,1.0,-1,0.7603813272448829,0.23961867275511617,0
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
1.0,1.0,1,0.12268563057964985,0.8773143694203506,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
1.0,1.0,-1,0.7603813272448829,0.23961867275511617,0
1.0,1.0,1,0.4261498980717959,0.5738501019282041,1
-1.0,-1.0,-1,0.6932325958164194,0.3067674041835807,1
-1.0,-1.0,-1,0.5568616132916092,0.4431383867083911,1
-1.0,-1.0,-1,0.6299360966310626,0.37006390336893696,1
1.0,1.0,-1,0.7603813272448829,0.23961867275511617,0
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
1.0,1.0,1,0.31894175417395376,0.6810582458260468,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
1.0,1.0,1,0.08518748507603695,0.9148125149239633,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
1.0,1.0,1,0.1508019777106251,0.8491980222893747,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
-1.0,-1.0,-1,0.718137944095799,0.28186205590420077,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
1.0,1.0,-1,0.7424261758050851,0.2575738241949143,0
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
1.0,1.0,-1,0.7603813272448829,0.23961867275511617,0
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
1.0,1.0,1,0.4330492792539933,0.5669507207460069,1
-1.0,-1.0,-1,0.7603813272448829,0.23961867275511617,1
1.0,1.0,-1,0.7603813272448829,0.23961867275511617,0
-1.0,-1.0,1,0.12728329593506843,0.8727167040649318,0
