Seperator Type,Three-Fold Run,TP,FP,FN,TN,Accuracy,Sensitivity,Specificity,Precision,Miss Rate,False discovery rate,False omission rate,ROC_AUC,PR Logistic,Included Muts
TP5_FP0,0,4,0,7,12,0.6956521739130435,0.36363636363636365,1.0,1.0,0.6363636363636364,0.0,0.3684210526315789,0,0,23
TP5_FP0,1,4,0,7,12,0.6956521739130435,0.36363636363636365,1.0,1.0,0.6363636363636364,0.0,0.3684210526315789,0,0,23
TP5_FP0,2,8,0,2,13,0.9130434782608695,0.8,1.0,1.0,0.2,0.0,0.13333333333333333,0,0,23
TP5_FP0,3,7,0,3,13,0.8695652173913043,0.7,1.0,1.0,0.3,0.0,0.1875,0,0,23
TP5_FP0,4,3,0,4,16,0.8260869565217391,0.42857142857142855,1.0,1.0,0.5714285714285714,0.0,0.2,0,0,23
TP5_FP0,5,2,0,3,18,0.8695652173913043,0.4,1.0,1.0,0.6,0.0,0.14285714285714285,0,0,23
TP5_FP0,6,2,0,6,15,0.7391304347826086,0.25,1.0,1.0,0.75,0.0,0.2857142857142857,0,0,23
TP5_FP0,7,3,0,5,15,0.782608695652174,0.375,1.0,1.0,0.625,0.0,0.25,0,0,23
TP5_FP0,8,4,0,8,11,0.6521739130434783,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0,0.42105263157894735,0,0,23
TP5_FP0,9,5,0,5,13,0.782608695652174,0.5,1.0,1.0,0.5,0.0,0.2777777777777778,0,0,23
TP5_FP0,10,5,0,6,12,0.7391304347826086,0.45454545454545453,1.0,1.0,0.5454545454545454,0.0,0.3333333333333333,0,0,23
