Seperator Type,Three-Fold Run,TP,FP,FN,TN,Accuracy,Sensitivity,Specificity,Precision,Miss Rate,False discovery rate,False omission rate,ROC_AUC,PR Logistic,Included Muts
TP-2FP>3:Uterine,0,4,0,4,15,0.8260869565217391,0.5,1.0,1.0,0.5,0.0,0.21052631578947367,0.8583333333333333,0.8583592132505176,113
TP-2FP>3:Uterine,1,5,0,6,12,0.7391304347826086,0.45454545454545453,1.0,1.0,0.5454545454545454,0.0,0.3333333333333333,0.8181818181818181,0.9051383399209486,113
TP-2FP>3:Uterine,2,9,0,6,8,0.7391304347826086,0.6,1.0,1.0,0.4,0.0,0.42857142857142855,0.8333333333333333,0.9420289855072463,113
TP-2FP>3:Uterine,3,8,0,4,11,0.8260869565217391,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0,0.26666666666666666,0.8333333333333333,0.9202898550724639,113
TP-2FP>3:Uterine,4,4,0,3,16,0.8695652173913043,0.5714285714285714,1.0,1.0,0.42857142857142855,0.0,0.15789473684210525,0.84375,0.8649068322981366,113
TP-2FP>3:Uterine,5,6,0,5,12,0.782608695652174,0.5454545454545454,1.0,1.0,0.45454545454545453,0.0,0.29411764705882354,0.8522727272727273,0.9029699165568732,113
TP-2FP>3:Uterine,6,4,0,6,13,0.7391304347826086,0.4,1.0,1.0,0.6,0.0,0.3157894736842105,0.7692307692307693,0.7723451910408432,113
TP-2FP>3:Uterine,7,5,1,2,15,0.8695652173913043,0.7142857142857143,0.9375,0.8333333333333334,0.2857142857142857,0.16666666666666666,0.11764705882352941,0.8303571428571428,0.8598047914818101,113
TP-2FP>3:Uterine,8,3,0,4,16,0.8260869565217391,0.42857142857142855,1.0,1.0,0.5714285714285714,0.0,0.2,0.75,0.7473602484472048,113
TP-2FP>3:Uterine,9,9,3,2,9,0.782608695652174,0.8181818181818182,0.75,0.75,0.18181818181818182,0.25,0.18181818181818182,0.9545454545454546,0.9579170829170831,113
TP-2FP>3:Uterine,10,7,1,3,12,0.8260869565217391,0.7,0.9230769230769231,0.875,0.3,0.125,0.2,0.8615384615384616,0.9205615942028984,113
