Mutation,Value
PTEN,0.06787302577564606
CTNNB1,0.0669352453437458
TP53,0.06224433183990213
KRAS,0.04576590029770247
ARID1A,0.04453885679567545
PPP2R1A,0.03441708581077748
PIK3CA,0.0334720031038744
RPL22,0.030587967845815005
DOCK3,0.026954692073554946
BCOR,0.022588878047949748
RNF43,0.018911225960616364
CTCF,0.016799325203713425
TNRC6B,0.016119837997331347
FBXW7,0.014055489658168396
BCL11B,0.010926339064857023
ACVR2A,0.010497672073184378
ESRP1,0.010395250225929678
FGFR2,0.010376788437828731
SCAF4,0.009769283933805656
ARID5B,0.00915588222899066
JAK1,0.008939410928635103
ZBTB20,0.008231365295009263
ZNF609,0.008140934452037833
CTNNA2,0.00806058377521554
PIK3R1,0.00776428211604455
ZFHX3,0.007310200977416515
DTNA,0.007188516125714409
MAF,0.007151612759413725
TTK,0.0071367254372552685
CHD4,0.007011362067121456
CPEB2,0.0068805413110834745
NRK,0.006838593676573635
ZNRF1,0.0065960490311450905
PCNP,0.006240560485513292
CD93,0.006052343931473803
PTENP1,0.006024766764256729
CSNK1G1,0.005780865851370563
HAS2,0.005637585319089564
KCNMA1,0.005607552960277668
QKI,0.005195919494346672
KIAA1024,0.004903607394878596
NF1,0.004870099502566773
NCOA3,0.004710678762876107
DAZAP1,0.004668453958858642
MECOM,0.004626872042242574
RYBP,0.004358567649311267
KBTBD8,0.004341853022496436
TPTE,0.004295704448127642
ZMIZ1,0.004106574458483128
BCL11A,0.004067711936300329
LMAN1,0.004020684737993893
INPPL1,0.003920639656898901
ZNF148,0.003771796946183116
NIPBL,0.0037546918575807947
CNTLN,0.003704091365528276
ARID4B,0.003649612621899158
AFF1,0.003617282676603012
BCL7A,0.00353756673511649
LRRC4,0.0035258382091336075
MSH3,0.0035035880795449208
POF1B,0.0034172054114065447
KMT2C,0.0033288365689997526
NBEA,0.0032919579806833512
HDAC4,0.0031898642906720027
WTAP,0.0031687323345293244
RC3H1,0.003049209056446532
FAT1,0.00301407960482565
PCDH9,0.0027830051938215867
ZNF644,0.002702787094995339
PHF2,0.0026832089025400035
RBM25,0.0026242224703992307
CSMD3,0.002562577748809874
PID1,0.0025457165070290316
SIK1,0.0025436889867836896
EHMT1,0.002541688667672958
MED12L,0.0025250685267910926
DMTN,0.002515533544864369
TTN,0.0024720273026151347
UBE2A,0.0023953577876246277
ARHGAP35,0.002383077780174455
PCDH19,0.0023829302503031555
KIAA0947,0.002328242984043413
FOXP1,0.002327889399429564
SETD1B,0.002317240176636545
